Run,Best Value,Best Iteration,Total Accepted Moves,Total Rejected Moves,Total Distance Traveled,Total Deviation from Optimum,Distinct Positions Visited,End-to-End Distance,Average Move Distance,Standard Deviation Objective,Acceptance Rate,Best Solution Improvements,Total Function Value Change,Exploration-Exploitation Ratio,Exact Sequence (Compressed)
233,666916.0,100,84,17,93.32590180780446,6.8432927E7,52,19.924858845171276,1.1110226405691006,4459.785169738514,0.8316831683168316,18,83313.0,1.3358724606842758,"683465P-682370P-681133P-682228P-683465P-C-683325P-684424P-C-683325P-C-683325P-C-683189P-681956P-C-681956P-C-680725P-683057P-682929P-683057P-C-682929P-C-684034P-682805P-C-683912P-681578P-680473P-C-680473P-C-679248P-C-679248P-C-679370P-677044P-676922P-679248P-C-679248P-C-676922P-C-676922P-C-676922P-C-678145P-678025P-678145P-C-678145P-C-679248P-C-680353P-679130P-679016P-677909P-678025P-C-679130P-C-679248P-C-678025P-C-678145P-C-678269P-679496P-680725P-C-679496P-C-680597P-679370P-C-678145P-C-676922P-C-677044P-C-674722P-C-674600P-675821P-673501P-C-675821P-C-675821P-C-677044P-C-677044P-C-676922P-C-678025P-C-677909P-C-679130P-C-676804P-677909P-C-675585P-676690P-674368P-675473P-C-675473P-C-675365P-673045P-671940P-670729P-671940P-C-671834P-670625P-670525P-669320P-C-669320P-C-667010P-668213P-C-668117P-668025P-669226P-666916P"
234,545161.0,90,89,12,86.59797974644663,5.6067781E7,48,15.0,0.9730110083870407,5757.683016054412,0.8811881188118812,22,83981.0,1.1042035038999,"565186P-C-565849P-565186P-C-563176P-563837P-563153P-C-562490P-561145P-C-561808P-559802P-559141P-558461P-559802P-C-559124P-C-557122P-557800P-C-557800P-C-557122P-C-557122P-C-559124P-C-560465P-561145P-C-561145P-C-561808P-C-561808P-C-559802P-C-559124P-C-559789P-559117P-C-559786P-559117P-C-557780P-556445P-555778P-556445P-C-555112P-C-555778P-C-557780P-C-556445P-C-555781P-554450P-555781P-C-557114P-559120P-C-559120P-C-558449P-C-558449P-C-560457P-559120P-C-557114P-C-555781P-C-555781P-C-554450P-C-553121P-553792P-553121P-C-552452P-553781P-553114P-551120P-549130P-549793P-550458P-549793P-C-551785P-C-549793P-C-549130P-C-548469P-C-549137P-547810P-547144P-546485P-C-548469P-C-546485P-C-546485P-C-545162P-545821P-546482P-545161P-C-546482P-C-546482P-C-546482P-C-547144P-C-547144P-C-547144P-C-548469P-C-547144P-C-547805P"
235,293120.0,85,94,7,96.49747468305826,3.0311785E7,50,6.324555320336759,1.0265688796070027,3606.8797818895796,0.9306930693069307,10,70807.0,1.103015498301141,"299752P-299141P-300661P-301572P-300961P-C-302485P-302185P-302800P-C-303417P-303125P-304657P-303746P-302216P-301309P-301930P-C-301309P-C-301309P-C-300690P-299785P-299501P-298882P-299501P-C-301025P-302553P-C-303460P-C-304085P-303178P-302273P-302553P-C-302553P-C-303178P-C-301648P-303178P-C-303460P-C-303746P-C-304369P-C-302837P-C-302837P-C-303746P-C-303746P-C-304657P-C-303125P-C-304657P-C-304657P-C-304369P-C-302837P-C-303460P-C-304085P-C-304994P-305280P-303746P-C-302216P-C-300690P-C-301309P-C-301309P-C-301930P-C-301309P-C-302216P-C-302216P-C-300690P-C-299785P-C-298265P-297650P-297037P-295525P-294916P-294017P-293410P-294916P-C-295210P-295508P-297018P-297625P-296720P-295817P-295525P-C-294626P-294017P-C-293120P-293410P-C-293704P-C-293704P-C-294309P-C-295817P-C-294916P-C-295525P-C-295525P-C-296136P-296426P-297329P-296426P-C-295817P-C"
236,566084.0,96,92,9,101.12489168102776,5.8784338E7,59,23.40939982143925,1.0991836052285626,8968.086876556676,0.9108910891089109,32,107105.0,1.206712436174835,"601704P-600205P-598313P-598708P-597610P-595720P-596818P-594932P-593050P-591172P-592274P-590400P-589298P-C-588200P-C-589685P-588589P-590074P-591172P-C-589298P-C-590785P-C-592661P-590785P-C-590785P-C-590400P-C-590400P-C-588913P-587428P-589298P-C-590785P-C-588913P-C-587045P-586664P-587045P-C-585562P-586664P-C-586664P-C-587045P-C-587045P-C-585181P-583321P-582221P-583700P-582602P-583700P-C-581842P-C-580744P-580365P-578513P-576665P-578513P-C-578513P-C-576665P-C-577765P-579240P-579613P-581465P-579613P-C-579240P-C-580717P-582569P-581465P-C-580365P-C-579988P-C-580365P-C-580365P-C-581842P-C-581842P-C-579988P-C-578138P-576292P-575194P-C-573725P-572633P-574100P-572258P-571168P-569330P-C-571168P-C-569330P-C-569330P-C-569705P-568621P-569000P-569381P-C-569381P-C-569381P-C-569381P-C-567541P-566084P-567922P-566848P-C-566465P"
237,532313.0,74,93,8,95.2253967444161,5.4750065E7,58,17.72004514666935,1.023928997251786,4569.768647622637,0.9207920792079208,13,88523.0,1.112008910993875,"548645P-550010P-548068P-546705P-547493P-546705P-C-544769P-546705P-C-546705P-C-546130P-546705P-C-546130P-C-546920P-546130P-C-546130P-C-544769P-C-545557P-544986P-546920P-C-546920P-C-547714P-549652P-C-551594P-549652P-C-550225P-549433P-C-548068P-C-549433P-C-548858P-548285P-547493P-C-546705P-C-545344P-543410P-542837P-540909P-C-540909P-C-538985P-C-539773P-539208P-540002P-539441P-538084P-537525P-538084P-C-537525P-C-538325P-540241P-541045P-539684P-C-538882P-539684P-C-540490P-538576P-C-538576P-C-539386P-538837P-C-538290P-539108P-539653P-538837P-C-538837P-C-538837P-C-537476P-535570P-C-533668P-532313P-C-534213P-535570P-C-536929P-536117P-538025P-539937P-C-541300P-C-541853P-539937P-C-539937P-C-540749P-542114P-C-544032P-C-543481P-542932P-541018P-540200P-539386P-C-537476P-C-537476P-C-537476P-C"
238,94130.0,88,96,5,102.98275605729683,9923141.0,67,7.211102550927978,1.0727370422635085,1833.158825867202,0.9504950495049505,6,42431.0,1.128608763214733,"96826P-96237P-C-96040P-C-96040P-C-96237P-C-95849P-96637P-96840P-97045P-97841P-98050P-98261P-99065P-99280P-98474P-98100P-97513P-97298P-C-96928P-97145P-97364P-97585P-97949P-C-98757P-98393P-C-98618P-C-99205P-98845P-C-98845P-C-99432P-100250P-100481P-99661P-100021P-100250P-C-99892P-100481P-C-100125P-99305P-98953P-98720P-99305P-C-99305P-C-99892P-C-100250P-C-100021P-C-100250P-C-100841P-101072P-100250P-C-100612P-101434P-100841P-C-101434P-C-101665P-100841P-C-100021P-C-100841P-C-100841P-C-101205P-100978P-100160P-99569P-99346P-98757P-C-97949P-C-98170P-98757P-C-99125P-98317P-C-97730P-96928P-C-97145P-C-96562P-96345P-96130P-96500P-C-95706P-94916P-94130P-94504P-95290P-C-94504P-C-95085P-95873P-96458P-96665P-97461P-97672P-96874P-96289P"
239,276370.0,98,96,5,100.81118318204301,2.8575388E7,49,13.0,1.0501164914796146,3263.3466140180717,0.9504950495049505,23,67254.0,1.1048100587441778,"290141P-C-289701P-C-290141P-C-288685P-C-289129P-288685P-C-287738P-287300P-C-287809P-286866P-286357P-C-285925P-285416P-285925P-C-286357P-C-286357P-C-286357P-C-285925P-C-285497P-284560P-285073P-284138P-284560P-C-284049P-284560P-C-283114P-C-283625P-282692P-284138P-C-282692P-C-283114P-C-284560P-C-283625P-C-283114P-C-283625P-C-282181P-280741P-280321P-281250P-281761P-281250P-C-281250P-C-281761P-C-280832P-282274P-281761P-C-282274P-C-282692P-C-282692P-C-282692P-C-283114P-C-282181P-C-282181P-C-280741P-C-281165P-280741P-C-282181P-C-283114P-C-281672P-281165P-C-282605P-282098P-280660P-280157P-281593P-281165P-C-280660P-C-280234P-279812P-279305P-277873P-278800P-279729P-281165P-C-281672P-C-282098P-C-283033P-C-281593P-C-282528P-283033P-C-282528P-C-281090P-C-281090P-C-280157P-C-278725P-277297P-C-276869P-C-277796P-276370P-276800P-277729P"
240,233730.0,1,94,7,100.39696961966993,2.4276001E7,63,1.0,1.068052868294361,3800.0506105937866,0.9306930693069307,1,60173.0,1.147588720188622,"234529P-233730P-C-235076P-234277P-233730P-C-233730P-C-233984P-C-233984P-C-233730P-C-233984P-C-234242P-234785P-236133P-235877P-237229P-236977P-236729P-238085P-C-238642P-237841P-237601P-238961P-239201P-240004P-239762P-C-241128P-241933P-241693P-240325P-239762P-C-240004P-C-238642P-C-237284P-238642P-C-239201P-C-239445P-239693P-C-240250P-239693P-C-238888P-C-239693P-C-241057P-240500P-C-241057P-C-241866P-242677P-242120P-242677P-C-244049P-243490P-242933P-242120P-C-241565P-241825P-240461P-240725P-239912P-C-239650P-240461P-C-239912P-C-239365P-240725P-C-240725P-C-239912P-C-240178P-241540P-C-240725P-C-241540P-C-241540P-C-240178P-C-240993P-C-240993P-C-241810P-241265P-242629P-243176P-244546P-243997P-C-245369P-245645P-246194P-245920P-246745P-247298P-247853P-249237P-249509P-249237P-C-249237P-C-248680P"
241,432090.0,97,93,8,104.05382386916229,4.4681522E7,49,13.341664064126334,1.118858321173788,4447.421964859678,0.9207920792079208,12,71555.0,1.2151041982640063,"443140P-442089P-443140P-C-443140P-C-444193P-C-445010P-445829P-444776P-443957P-444193P-C-446065P-447122P-447941P-446065P-C-447941P-C-449000P-448181P-448425P-446549P-445490P-446305P-446065P-C-446884P-447941P-C-448181P-C-448425P-C-450305P-450061P-449242P-449488P-448425P-C-448181P-C-447122P-C-448181P-C-447122P-C-447122P-C-446305P-C-446065P-C-446065P-C-444193P-C-444193P-C-445010P-C-445829P-C-446065P-C-446305P-C-446065P-C-444193P-C-442325P-443140P-C-443140P-C-443140P-C-442089P-C-441857P-C-441629P-440584P-C-440362P-440584P-C-438722P-438948P-439765P-C-439993P-439765P-C-439765P-C-437905P-437090P-435236P-436277P-437090P-C-437090P-C-437905P-C-437905P-C-438948P-C-438948P-C-437905P-C-438722P-C-438722P-C-438500P-439321P-439105P-440144P-439930P-440144P-C-440362P-C-440144P-C-439930P-C-440757P-440549P-438685P-436825P-436621P-436825P-C-434969P-433940P-432090P-433117P-432913P-433117P-C"
242,25616.0,19,100,1,112.53910524340085,2873529.0,55,2.8284271247461903,1.1253910524340085,1564.3700443699336,0.9900990099009901,4,24079.0,1.1366449629583486,"26248P-C-26570P-26573P-26578P-26573P-C-26245P-26244P-C-26570P-26896P-27225P-26897P-27225P-C-26896P-C-26570P-C-26245P-C-25925P-25930P-25616P-25930P-C-26260P-26253P-25925P-C-26245P-C-26570P-C-26244P-C-26570P-C-26897P-C-26569P-26897P-C-26897P-C-26897P-C-27226P-27225P-C-27557P-27560P-27898P-28228P-27893P-28228P-C-28565P-28901P-28904P-29242P-29584P-29930P-29588P-29930P-C-30276P-30625P-30277P-29929P-29584P-C-29929P-C-30277P-29929P-C-30277P-C-29929P-C-30277P-C-29930P-C-29588P-C-29588P-C-29242P-28904P-C-28909P-29245P-29585P-29245P-C-29593P-C-29600P-29954P-C-30301P-29954P-C-30312P-30301P-C-30641P-30301P-C-30641P-C-30650P-30292P-30301P-C-30641P-C-30285P-29938P-29600P-C-29266P-29257P-28916P-29257P-C-28916P-C-28925P-28597P-28586P-28597P-C-28586P-C-28597P-C-28597P-C"
243,532544.0,86,94,7,99.4680374315354,5.439232E7,49,13.341664064126334,1.0581706109737807,3468.835826043139,0.9306930693069307,16,84785.0,1.1369705500888494,"549314P-549280P-549250P-547156P-546097P-544009P-542954P-541925P-540898P-539873P-539845P-C-541925P-C-539845P-C-539845P-C-537769P-537797P-537829P-535757P-537829P-C-537797P-C-536746P-537797P-C-538850P-539905P-C-540928P-C-538850P-C-538820P-537797P-C-537829P-C-538850P-C-537797P-C-537769P-C-539845P-C-539845P-C-539873P-C-540928P-C-541953P-544037P-542980P-540898P-C-540928P-C-541985P-539905P-C-539941P-542021P-543082P-C-541000P-539981P-C-539941P-C-539981P-C-537905P-C-537905P-C-537865P-537829P-C-537797P-C-538820P-C-538794P-536720P-534650P-534628P-533585P-534628P-C-535653P-C-534628P-C-534628P-C-536698P-537745P-537725P-536698P-C-536698P-C-535673P-C-534628P-C-534628P-C-534650P-C-534650P-C-533605P-C-533585P-C-532544P-534610P-536680P-C-538754P-537725P-C-537725P-C-535653P-C-535653P-C-535637P-C-533569P-534596P-533569P-C-535637P-C"
244,217300.0,7,91,10,100.39696961966993,2.2854165E7,56,2.8284271247461903,1.1032634024139554,3625.765598988164,0.900990099009901,4,64601.0,1.2245011389429614,"219748P-219385P-C-219748P-C-220250P-219024P-218161P-217300P-218522P-218885P-219250P-220480P-221345P-222581P-C-223450P-223952P-224458P-224968P-224458P-C-224968P-C-226210P-224968P-C-224968P-C-223730P-224093P-223220P-224458P-C-223952P-C-224825P-225194P-225565P-225194P-C-226069P-226946P-226069P-C-226069P-C-226069P-C-226069P-C-226577P-225333P-224825P-C-224825P-C-224825P-C-226069P-C-226069P-C-225194P-C-224692P-223450P-C-223821P-C-224692P-C-225938P-C-224692P-C-225565P-C-226440P-226946P-C-226946P-C-227825P-228337P-228706P-229589P-230105P-230992P-C-230474P-229589P-C-229589P-C-229589P-C-229960P-229450P-229077P-228706P-C-229589P-C-230845P-231361P-230105P-C-229220P-230474P-C-229220P-C-230474P-C-230105P-C-230474P-C-230845P-C-231218P-230708P-C-229450P-C-229825P-228944P-228065P-229321P-228065P-C-227565P-227944P-229202P-230464P-230962P-C-231845P"
245,196820.0,100,95,6,103.39696961966992,2.0337472E7,52,8.602325267042627,1.0883891538912622,2572.647743839213,0.9405940594059405,14,59764.0,1.1571295215054473,"203618P-204025P-204434P-203629P-203237P-202436P-202826P-201616P-201226P-200020P-199613P-200817P-202025P-200817P-C-201226P-C-202025P-C-201226P-C-200840P-201253P-201668P-202882P-C-202465P-202849P-203237P-C-204040P-205258P-204040P-C-204453P-203650P-203237P-C-203629P-C-202826P-C-202436P-C-202436P-C-202436P-C-203650P-C-204040P-C-204453P-C-204845P-C-204040P-C-204040P-C-205258P-C-204453P-C-204845P-C-204434P-C-205241P-206461P-C-205241P-C-205241P-C-204434P-C-204832P-204025P-C-202813P-201605P-201209P-200817P-C-200817P-C-200020P-C-199634P-199252P-199634P-C-200045P-198841P-200045P-C-200458P-201253P-C-200045P-C-199634P-C-198432P-199225P-200429P-199225P-C-198818P-C-198025P-198432P-C-198025P-C-198413P-198805P-C-198404P-197609P-C-198404P-C-199201P-198802P-198405P-198005P-C-197609P-C-198404P-C-198005P-C-198005P-C-197608P-C-197213P-198010P-196820P"
246,1289905.0,97,94,7,106.29646455628156,1.3158478E8,57,20.09975124224178,1.1308134527263995,8996.321909678341,0.9306930693069307,27,134857.0,1.2150229651634719,"1327393P-C-1325650P-1322404P-1319162P-1320665P-1320433P-1318698P-1320205P-1316965P-1313729P-1310497P-1312226P-1310725P-1307497P-1308996P-C-1307497P-C-1307497P-C-1306000P-1309226P-1306000P-C-1307729P-1310957P-1314189P-1310957P-C-1312456P-C-1312226P-C-1310725P-C-1309226P-C-1306000P-C-1307497P-C-1305770P-1305544P-1307045P-1310273P-1308548P-1308330P-1305104P-1305322P-1302100P-1298882P-1299104P-1298882P-C-1298664P-1298450P-1298240P-1299953P-1300165P-C-1299953P-C-1303173P-C-1299953P-C-1298450P-C-1299953P-C-1298450P-C-1299953P-C-1299745P-C-1299953P-C-1296737P-1296529P-C-1298034P-C-1297832P-C-1297832P-C-1297832P-C-1294618P-1294820P-C-1293317P-1293113P-1293317P-C-1293113P-C-1293317P-C-1293113P-C-1292913P-1293113P-C-1294820P-C-1296325P-1296529P-C-1294820P-C-1293317P-C-1295026P-1295236P-1292026P-1293525P-1295026P-C-1293525P-C-1295026P-C-1293525P-C-1291816P-1291610P-1289905P-1291408P-1294618P-C-1294618P-C"
247,293828.0,79,91,10,89.91168824543138,3.048319E7,56,10.295630140987,0.9880405301695756,5769.08172446317,0.900990099009901,15,53755.0,1.0966164126057927,"304538P-306100P-307666P-307720P-C-308477P-308533P-307778P-C-307720P-C-309290P-310864P-310049P-311625P-310864P-C-310105P-309290P-C-308533P-C-308533P-C-307778P-C-307720P-C-307720P-C-306154P-C-307720P-C-307720P-C-308533P-C-308593P-308657P-C-308725P-307906P-307840P-308657P-C-308725P-C-308725P-C-307906P-C-307840P-C-306274P-305461P-305525P-306340P-305593P-304778P-303220P-301666P-C-300857P-300116P-300186P-300925P-300186P-C-300925P-C-300186P-C-300997P-C-299449P-298640P-C-298714P-C-298792P-297250P-297172P-297250P-C-296441P-295634P-294829P-C-294026P-294100P-294905P-295634P-C-295560P-C-295560P-C-294757P-293956P-293890P-293828P-C-293828P-C-294565P-295304P-C-295304P-C-296101P-296161P-C-296161P-C-296161P-C-297701P-296900P-C-296962P-296161P-C-296161P-C-296900P-C-296900P-C-296161P-C-294625P"
248,921988.0,72,87,14,87.74011537017755,9.4235598E7,42,17.26267650163207,1.0085070732204315,7014.1208507754845,0.8613861386138614,21,92734.0,1.1707955677616504,"949522P-C-949522P-C-946948P-C-945173P-945970P-944996P-944197P-C-941629P-939860P-C-939860P-C-938890P-940657P-938093P-937298P-936328P-935362P-936328P-C-936328P-C-935362P-C-936328P-C-934565P-932804P-933601P-934400P-933442P-C-934245P-C-933442P-C-932641P-C-933601P-C-936161P-937125P-C-934565P-C-936328P-C-936328P-C-935362P-C-934400P-C-935362P-C-935362P-C-934400P-C-935201P-C-935201P-C-936962P-937924P-C-938890P-C-937924P-C-936962P-C-936161P-C-935201P-C-933442P-C-931685P-932488P-C-933293P-934245P-C-934245P-C-932488P-C-929930P-928177P-C-925625P-924677P-922930P-921988P-C-922930P-C-922129P-923876P-C-925625P-C-924826P-C-924826P-C-924826P-C-925780P-924029P-924826P-C-924826P-C-925780P-C-924826P-C-925625P-C-925625P-C-925625P-C-924677P-C-925625P-C-926577P-924826P-C-923077P-925625P-C-925625P-C-924826P-C-923876P-C"
249,487341.0,47,93,8,104.29646455628158,5.0334172E7,61,14.212670403551895,1.121467360820232,5887.063538768633,0.9207920792079208,23,92939.0,1.2179376714284238,"506545P-507722P-508100P-C-506122P-506504P-506122P-C-506122P-C-508100P-C-507301P-505325P-505709P-504530P-503353P-503737P-C-504125P-502946P-503737P-C-502560P-502178P-C-502178P-C-501800P-501005P-500629P-501005P-C-500212P-498250P-497461P-497845P-C-496674P-C-496292P-C-496674P-C-494720P-C-493937P-493553P-493173P-492010P-490064P-C-491225P-489281P-487341P-489281P-C-489661P-C-487721P-489661P-C-489661P-C-490824P-492770P-494720P-C-494720P-C-493553P-C-493173P-C-494338P-493553P-C-493937P-C-494720P-C-492770P-C-490824P-C-492770P-C-493156P-494325P-C-493546P-492377P-493546P-C-491600P-493546P-C-494717P-496669P-497065P-496669P-C-495890P-497065P-C-498242P-C-497465P-C-499421P-500200P-499421P-C-498242P-C-500200P-C-502162P-504128P-506098P-506885P-506098P-C-508072P-507674P-507280P-506097P-506489P-505700P"
250,1387720.0,100,90,11,94.81118318204301,1.44759485E8,65,30.364452901377952,1.053457590911589,18607.073918260965,0.8910891089108911,38,129400.0,1.1822135186896723,"1456146P-1455620P-1455098P-C-1455098P-C-1454580P-1454066P-1452125P-1450186P-1449680P-C-1449680P-C-1450186P-C-1453556P-C-1451617P-1454989P-C-1453050P-1452548P-1454485P-C-1452548P-C-1452548P-C-1452548P-C-1453050P-C-1453050P-C-1452548P-C-1455922P-1454485P-C-1452548P-C-1451113P-1447745P-1446314P-1444885P-1446820P-1447330P-1445905P-C-1442545P-1440610P-1441124P-1440610P-C-1441124P-C-1441124P-C-1437770P-1434420P-1437770P-C-1437770P-C-1439705P-1438288P-1436353P-1435837P-1436353P-C-1434420P-C-1432489P-1430560P-1430050P-C-1428125P-C-1426708P-1427218P-C-1425805P-1423880P-1425293P-1421957P-1423370P-1422864P-1419530P-1420036P-1420546P-C-1420036P-C-1418117P-C-1417613P-1415698P-1417113P-C-1417113P-C-1416617P-C-1415200P-1414706P-C-1412797P-1410890P-1411380P-1408058P-1407568P-1404250P-C-1400936P-1397626P-1394320P-1391018P-1392913P-1391018P-C-1387720P"
251,1502224.0,88,83,18,82.32590180780447,1.54136577E8,47,21.470910553583888,0.9918783350337887,16208.371418558889,0.8217821782178217,25,110886.0,1.2069844799808755,"1552301P-1550482P-C-1550482P-C-1546964P-C-1547082P-1546964P-C-1548665P-1548781P-1552301P-C-1550600P-C-1550600P-C-1547082P-C-1550600P-C-1548901P-1549025P-1548901P-C-1547204P-C-1547204P-C-1547204P-C-1547204P-C-1545509P-1541997P-C-1540180P-1536674P-1533172P-1531485P-C-1531485P-C-1531613P-1533298P-C-1529800P-1528117P-C-1528249P-1529930P-1529800P-C-1531613P-C-1531613P-C-1531613P-C-1529800P-C-1528117P-C-1528117P-C-1529930P-C-1529930P-C-1529930P-C-1528117P-C-1528117P-C-1524625P-1522816P-1521009P-1521137P-1519330P-1519460P-C-1519460P-C-1515978P-1514305P-1514173P-1515978P-C-1512500P-1510829P-C-1510829P-C-1510697P-1510829P-C-1509160P-1510965P-1512634P-C-1512500P-C-1509026P-C-1509026P-C-1509026P-C-1509026P-C-1510829P-C-1509026P-C-1505556P-1505690P-1505828P-C-1502362P-1502224P-1505690P-C-1505828P-C-1505828P-C-1505828P-C-1507493P-1507633P-1509298P-1509160P-C-1509298P-C-1507493P-C-1507493P-C-1504025P"
252,930425.0,87,87,14,84.66904755831209,9.5141661E7,44,14.317821063276353,0.9732074431989896,7899.5983111113965,0.8613861386138614,15,111392.0,1.129815537506873,"957640P-955058P-C-954265P-C-951689P-C-952480P-953474P-C-951689P-C-951689P-C-952480P-C-953273P-C-954068P-955853P-954865P-952285P-949709P-948725P-946153P-948725P-C-949709P-C-950504P-951490P-949709P-C-949709P-C-947930P-948916P-C-948916P-C-948125P-946346P-C-948125P-C-948125P-C-947137P-946153P-C-948725P-C-948725P-C-946153P-C-944378P-941812P-C-939250P-936692P-937674P-939445P-C-938461P-935905P-C-935905P-C-935905P-C-938461P-C-939250P-C-937481P-936692P-C-935905P-C-935905P-C-935905P-C-936692P-C-936692P-C-934138P-C-932373P-934925P-934138P-C-934138P-C-934925P-C-933160P-935714P-937481P-C-936505P-C-933949P-935714P-C-936505P-C-937298P-C-936328P-933770P-932977P-932186P-932977P-C-932186P-C-930425P-C-932186P-C-932977P-C-934740P-933949P-C-933949P-C-936505P-C-936505P-C-935714P-C-933160P-C-933160P-C-935714P-C-935714P-C"
253,305770.0,20,97,4,93.8406204335659,3.1247109E7,34,5.830951894845301,0.9674290766347,1117.7129666668934,0.9603960396039604,7,68296.0,1.0073230591763371,"310788P-309842P-308900P-310001P-311104P-310162P-310325P-309224P-309061P-309224P-C-310325P-C-309061P-C-308900P-C-308900P-C-310001P-C-309061P-C-307962P-307028P-306865P-306704P-305770P-306865P-C-308125P-309389P-C-309224P-C-310490P-C-310325P-C-309061P-C-307801P-306704P-C-307642P-307801P-C-309061P-C-307962P-C-309061P-C-309224P-C-309224P-C-310325P-C-310325P-C-310325P-C-310162P-C-309061P-C-307801P-C-308900P-C-308741P-C-308741P-C-309842P-C-309842P-C-308584P-309685P-308584P-C-309842P-C-309685P-C-308429P-C-308429P-C-309685P-C-309530P-310788P-C-311738P-311585P-310480P-C-309226P-309077P-310180P-311285P-C-310329P-309226P-C-309377P-308429P-C-309530P-C-309377P-C-310480P-C-310633P-309377P-C-310480P-C-310329P-C-310480P-C-309530P-C-310633P-C-310633P-C-310633P-C-309530P-C-310480P-C-309226P-C-309226P-C-309377P-C-309377P-C-310633P-C-309530P-C-308584P-C-309685P-C-309685P-C-308429P-C-308429P-C-308584P-C"
