Run,Best Value,Best Iteration,Total Accepted Moves,Total Rejected Moves,Total Distance Traveled,Total Deviation from Optimum,Distinct Positions Visited,End-to-End Distance,Average Move Distance,Standard Deviation Objective,Acceptance Rate,Best Solution Improvements,Total Function Value Change,Exploration-Exploitation Ratio,Exact Sequence (Compressed)
455,605320.0,98,95,6,96.56854249492373,6.2370579E7,49,13.152946437965905,1.016510973630776,6175.983156773481,0.9405940594059405,18,95476.0,1.0807116667021934,"625609P-625090P-626585P-625609P-C-624116P-625090P-C-625090P-C-625090P-C-625609P-C-624116P-C-626130P-C-627104P-626130P-C-627104P-C-625090P-C-624573P-623597P-622625P-623146P-C-621136P-C-619649P-617645P-619649P-C-619130P-C-617645P-C-616681P-618685P-619649P-C-620617P-620100P-619585P-621589P-623597P-C-623597P-C-622625P-C-622625P-C-622106P-620617P-C-621136P-C-621657P-620170P-C-620170P-C-620170P-C-618164P-618685P-C-617202P-616244P-617202P-C-615200P-616162P-C-616681P-C-616681P-C-615721P-616244P-C-617202P-C-619208P-618250P-619208P-C-619733P-619208P-C-620693P-618685P-C-617202P-C-617725P-617202P-C-615721P-C-614242P-616244P-C-614765P-612765P-614765P-C-613813P-613288P-613813P-C-612865P-C-610865P-608869P-C-608346P-606356P-607825P-606356P-C-605837P-C-605837P-C-607306P-606789P-C-605837P-C-607306P-C-607306P-C-605320P-605837P-C-605837P-C"
456,34033.0,85,99,2,98.39696961966992,3574180.0,51,5.0,0.9939087840370698,793.3125897231394,0.9801980198019802,4,23067.0,1.013987749371152,"35162P-34704P-34801P-34345P-34609P-C-34157P-34516P-C-34516P-C-34877P-34970P-35333P-35240P-34877P-C-34425P-34786P-35060P-35425P-35060P-C-35060P-C-35149P-C-35149P-C-34786P-C-35240P-C-35149P-C-35605P-35333P-C-35240P-C-35240P-C-35698P-36065P-35972P-36341P-36621P-36905P-36621P-C-36250P-C-36712P-37178P-37273P-36997P-37096P-C-36826P-36356P-C-36626P-36529P-36626P-C-36626P-C-36257P-35793P-36160P-C-36434P-35972P-C-35881P-35514P-35605P-C-35149P-C-35514P-C-35149P-C-35605P-C-35333P-C-35605P-C-35333P-C-35428P-35525P-35261P-C-35261P-C-35001P-C-35001P-C-34745P-35001P-C-35104P-C-35001P-C-34745P-C-34388P-34493P-34033P-34285P-34388P-C-34285P-C-34285P-C-34541P-34801P-C-35065P-34970P-C-34704P-C-35162P-C-34704P-C-34970P-C-34609P-C-34609P-C-34877P-C"
457,545005.0,98,95,6,98.56854249492373,5.602395E7,52,15.0,1.0375636052097235,6053.378340529753,0.9405940594059405,15,94754.0,1.1030939381703377,"558970P-561076P-C-560866P-561817P-C-562770P-562976P-564137P-563186P-562237P-561076P-C-559917P-C-562025P-562237P-C-564349P-562237P-C-564349P-C-564349P-C-563400P-564565P-563400P-C-562453P-562673P-561730P-560789P-559624P-C-559624P-C-559624P-C-561730P-C-560789P-C-560789P-C-560789P-C-560789P-C-560789P-C-558685P-557522P-557748P-555650P-555880P-557045P-554949P-555880P-C-556114P-556352P-555425P-553333P-554500P-552410P-551489P-C-553577P-551489P-C-551245P-549161P-548242P-548000P-549161P-C-548921P-550082P-550324P-548242P-C-549405P-550324P-C-549161P-C-549405P-C-548242P-C-549161P-C-551245P-C-553333P-C-553577P-C-551489P-C-550324P-C-549405P-C-549405P-C-549161P-C-550324P-C-550324P-C-548242P-C-549405P-C-547325P-548488P-C-547325P-C-548488P-C-548738P-547573P-549653P-C-549653P-C-549405P-C-548242P-C-546164P-547081P-545922P-C-545005P-545249P-546164P-C"
458,26449.0,16,97,4,93.74011537017755,2787590.0,41,6.324555320336759,0.9663929419605933,681.9882479889659,0.9603960396039604,4,17374.0,1.0062441972991745,"27101P-26900P-26842P-27101P-C-27565P-27362P-C-27424P-27490P-27560P-C-27098P-27172P-26905P-C-26640P-26449P-C-26714P-26792P-26981P-C-26905P-C-26714P-C-26792P-C-27061P-26981P-C-26981P-C-26981P-C-27172P-C-27365P-27829P-27634P-27172P-C-26981P-C-27441P-27712P-28178P-28100P-28178P-C-27712P-C-27712P-C-27712P-C-27794P-C-27880P-C-27880P-C-28157P-28249P-28530P-28436P-28625P-C-28625P-C-28436P-C-28157P-C-28157P-C-28436P-C-28157P-C-28436P-C-28436P-C-28625P-C-28436P-C-28625P-C-28906P-29000P-28717P-29189P-29097P-29009P-28537P-28453P-28178P-C-27985P-27712P-C-27794P-C-27712P-C-27712P-C-27250P-C-27172P-C-27098P-C-27172P-C-26981P-C-26905P-C-26640P-C-26449P-C-26714P-C-27172P-C-27172P-C-27172P-C-26981P-C-27172P-C-27172P-C-27441P-C-27712P-C-27250P-C-27250P-C-26981P-C-27441P-C"
459,304264.0,95,92,9,107.53910524340085,3.1570083E7,50,13.45362404707371,1.1689033178630528,3538.0171369077393,0.9108910891089109,15,75006.0,1.2832525554800904,"315185P-316201P-317221P-316201P-C-315185P-C-316409P-315290P-314280P-313058P-314068P-313965P-312953P-314173P-314068P-C-312953P-C-311737P-311840P-312953P-C-313965P-C-314981P-316201P-C-314981P-C-316100P-316201P-C-316304P-C-315082P-314068P-C-313965P-C-313965P-C-312749P-313765P-312749P-C-313765P-C-314785P-313668P-314882P-C-316100P-C-315082P-C-315082P-C-314981P-C-316201P-C-317221P-C-316100P-C-314882P-C-313765P-C-312553P-312458P-313573P-312553P-C-312553P-C-312553P-C-311537P-C-312749P-C-313765P-C-314981P-C-313765P-C-313765P-C-314785P-C-315809P-316837P-315716P-C-315625P-315716P-C-316746P-315536P-315449P-314330P-313300P-312274P-C-312185P-310985P-C-309789P-309706P-308680P-308597P-309789P-C-309874P-308680P-C-308765P-307658P-C-307658P-C-306553P-305450P-305537P-306553P-C-305537P-C-305450P-C-304349P-304264P-305450P-C-305537P-C-304349P-C-305537P-C-305537P-C"
460,367469.0,8,93,8,102.81118318204301,3.8049713E7,63,4.123105625617661,1.1054965933553011,4362.693831421012,0.9207920792079208,4,79976.0,1.2005930745041442,"372250P-371108P-369818P-C-368605P-C-368605P-C-368605P-C-367469P-368605P-C-368680P-368757P-C-367625P-367706P-368836P-368917P-C-370213P-371513P-371600P-370474P-371689P-372817P-374036P-375346P-C-375437P-374216P-375530P-C-376753P-C-376848P-378073P-379397P-380626P-379397P-C-380626P-C-380529P-C-381857P-380529P-C-381760P-380626P-C-379397P-C-378269P-378370P-379597P-380725P-379397P-C-378073P-C-378170P-379300P-380434P-380341P-381481P-382714P-381392P-380074P-379989P-381220P-379906P-381056P-379825P-C-379746P-380977P-379746P-C-379746P-C-381056P-C-379906P-C-379906P-C-379989P-C-378677P-377450P-C-378596P-377450P-C-377533P-378677P-C-379825P-C-378677P-C-378760P-380074P-C-381305P-379989P-C-378760P-C-379906P-C-378596P-C-379746P-C-378440P-378365P-379521P-378221P-378292P-377065P-C-376994P-376925P-376994P-C"
461,627821.0,49,93,8,94.56854249492373,6.4041622E7,42,12.165525060596439,1.0168660483325132,4539.566493815179,0.9207920792079208,12,81434.0,1.1043383965761702,"643045P-643145P-640881P-C-641962P-643045P-C-643045P-C-642949P-C-641864P-641770P-641864P-C-639602P-639700P-C-639700P-C-639802P-639908P-641093P-C-640018P-C-640132P-C-641205P-638945P-636689P-637874P-636805P-635620P-634553P-633370P-632305P-630061P-C-629945P-631124P-632305P-C-632305P-C-633370P-C-633488P-633370P-C-632305P-C-634553P-C-632305P-C-632189P-629945P-C-630061P-C-628882P-627821P-629000P-630181P-630061P-C-630181P-C-630181P-C-631364P-632425P-632549P-630305P-C-629122P-630181P-C-631242P-631124P-C-628882P-C-631124P-C-631010P-C-628768P-C-631010P-C-632189P-C-632305P-C-634553P-C-632305P-C-632305P-C-633488P-C-633488P-C-632425P-C-632425P-C-632549P-C-632549P-C-633610P-633736P-632549P-C-632549P-C-633736P-C-633610P-C-632425P-C-631364P-C-629122P-C-629000P-C-628882P-C-628882P-C-630061P-C-629000P-C-630181P-C-631242P-C-631242P-C-631242P-C-630061P-C"
462,377957.0,37,92,9,96.56854249492373,3.8755817E7,40,9.219544457292887,1.0496580705969971,1940.863071877576,0.9108910891089109,6,68198.0,1.1523420122858337,"383396P-385146P-384325P-C-384437P-C-384437P-C-384553P-383620P-382805P-382925P-383738P-384673P-C-384797P-385610P-C-386549P-C-385610P-C-385736P-387490P-386549P-C-386549P-C-386677P-387490P-C-388433P-387620P-386809P-385057P-384116P-382370P-381433P-C-380628P-379693P-C-377957P-379693P-C-380628P-C-380498P-C-382240P-383986P-383049P-382240P-C-382370P-C-383177P-C-383177P-C-384116P-C-385057P-C-385057P-C-386809P-C-386809P-C-386677P-C-384925P-385057P-C-384925P-C-384925P-C-384797P-C-383049P-C-383986P-C-383049P-C-383049P-C-383049P-C-382925P-C-383860P-C-383738P-C-383860P-C-383738P-C-382805P-C-383738P-C-383738P-C-383620P-C-383506P-382577P-384325P-C-384437P-C-384553P-C-383738P-C-382805P-C-383738P-C-381992P-381181P-382925P-C-382805P-C-384553P-C-383620P-C-382805P-C-381874P-380945P-381061P-380945P-C-381874P-C-381061P-C-382805P-C-384553P-C-383620P-C-383620P-C"
463,430841.0,4,98,3,108.36753236814702,4.4055746E7,52,2.23606797749979,1.1057911466137451,2780.6834996495045,0.9702970297029703,3,89684.0,1.1396418959998802,"433780P-C-433229P-432585P-430841P-432585P-C-433138P-434333P-433780P-C-433138P-C-431945P-433693P-C-435445P-434888P-433693P-C-433693P-C-434888P-C-434888P-C-435530P-C-436176P-435530P-C-434888P-C-434333P-C-436085P-437841P-436085P-C-437841P-C-439042P-438400P-C-439042P-C-440245P-C-442009P-C-442657P-441450P-443216P-C-442570P-441928P-440162P-440725P-439524P-438890P-438325P-C-438961P-438325P-C-437762P-436565P-435933P-434177P-435933P-C-435305P-434681P-432925P-C-432305P-432925P-C-432360P-434114P-435872P-434114P-C-434740P-435305P-C-434740P-C-434114P-C-432360P-C-432925P-C-434681P-C-434114P-C-432360P-C-434114P-C-433492P-435250P-435872P-C-435305P-C-435872P-C-435872P-C-437634P-C-438260P-437634P-C-437065P-438260P-C-436498P-437693P-437128P-436565P-C-436565P-C-437201P-435445P-C-437201P-C-436642P-435445P-C-436085P-C-436729P-435530P-C"
464,314770.0,76,96,5,104.29646455628158,3.2560317E7,53,16.278820596099706,1.0864215057945998,5309.655741766034,0.9504950495049505,19,71257.0,1.143005959221402,"333189P-332506P-332756P-332506P-C-332506P-C-330896P-C-330896P-C-332506P-C-332506P-C-332260P-330650P-C-329044P-327442P-325844P-325169P-326765P-325169P-C-326090P-C-327013P-327688P-328613P-328365P-328613P-C-327013P-C-325417P-323825P-324496P-C-323577P-322906P-323156P-C-323825P-C-324496P-C-325169P-C-324250P-322660P-324250P-C-323333P-322660P-C-321989P-323577P-C-322906P-C-323156P-C-322906P-C-323825P-C-323156P-C-323825P-C-324077P-323410P-322489P-322237P-322489P-C-322745P-321161P-C-321161P-C-321421P-C-321161P-C-319581P-318664P-C-317090P-317749P-316177P-315925P-316836P-317090P-C-317090P-C-316836P-C-316586P-316340P-314770P-315433P-315677P-316340P-C-315677P-C-315677P-C-315016P-316586P-C-316586P-C-315677P-C-315925P-C-316177P-C-316836P-C-318410P-317497P-317249P-317005P-316098P-316340P-C-317914P-316340P-C-317005P-C-316098P-C-316098P-C-317672P"
465,1163509.0,90,94,7,98.74011537017755,1.19464944E8,58,24.186773244895647,1.0504267592572079,13508.743068279002,0.9306930693069307,27,131935.0,1.1286500285635956,"1203898P-1205753P-C-1206928P-C-1203898P-C-1205073P-1204397P-1203725P-C-1203057P-1201210P-1202393P-1201210P-C-1201210P-C-1199365P-1198705P-1199365P-C-1200548P-1199365P-C-1197522P-C-1196864P-C-1196210P-1193188P-1193842P-1192005P-1191353P-1192538P-1191892P-1191250P-1194272P-C-1192441P-1190612P-1191250P-C-1190612P-C-1190612P-C-1187594P-1184580P-1182757P-1183393P-1181570P-1178564P-1179749P-1176745P-1174928P-1176113P-1177930P-1179749P-C-1179117P-1176113P-C-1175485P-1178489P-C-1177300P-1178489P-C-1178489P-C-1181497P-1182125P-1179117P-C-1177930P-C-1176745P-C-1176745P-C-1178564P-C-1175562P-1173745P-1171930P-1170117P-C-1168936P-1170117P-C-1167125P-C-1167125P-C-1168936P-C-1170749P-C-1171930P-C-1170749P-C-1167757P-C-1164769P-1165946P-1167125P-C-1165946P-C-1167125P-C-1165316P-1166497P-1163509P-1165316P-C-1168306P-1167680P-1168306P-C-1168306P-C-1166497P-C-1168306P-C-1167680P-C-1168306P-C-1169489P"
466,359010.0,96,92,9,95.22539674441612,3.7530386E7,52,19.849433241279208,1.0350586602653926,5807.561225311921,0.9108910891089109,26,65085.0,1.1363143987696158,"383188P-C-382265P-C-382265P-C-381442P-379700P-C-380621P-380725P-379908P-378985P-377249P-376436P-C-374706P-374816P-374706P-C-374816P-C-375625P-375737P-375853P-C-375737P-C-374930P-C-373204P-373090P-374816P-C-374706P-C-373789P-372980P-372874P-372065P-371152P-C-372065P-C-371961P-370241P-371961P-C-371152P-C-372065P-C-372173P-372285P-371482P-373204P-C-372401P-371482P-C-373204P-C-373090P-C-374009P-374930P-C-375737P-C-375625P-C-376436P-C-376330P-C-376330P-C-375517P-373789P-C-372980P-C-372173P-C-372285P-C-370565P-371368P-369650P-368737P-C-368737P-C-368737P-C-369540P-C-368629P-366917P-366010P-365908P-366813P-C-367618P-365908P-C-365908P-C-364202P-C-364104P-365810P-365908P-C-365810P-C-365908P-C-365908P-C-364202P-C-364202P-C-364202P-C-364202P-C-362500P-360802P-360704P-359010P-359809P-C-359905P-C"
467,910565.0,100,88,13,89.32590180780447,9.333949E7,54,16.0312195418814,1.015067065997778,6575.253795083339,0.8712871287128713,27,110183.0,1.1650201552929045,"940986P-938660P-938225P-936773P-938225P-C-937792P-936338P-934888P-C-934888P-C-933442P-931124P-930689P-933005P-931124P-C-929245P-C-926933P-928377P-C-928810P-930256P-932570P-C-930256P-C-930256P-C-930256P-C-930256P-C-929825P-927517P-927090P-925640P-925213P-927090P-C-925640P-C-923338P-C-924788P-922913P-923338P-C-923765P-C-921465P-923338P-C-921040P-C-923338P-C-923338P-C-921040P-C-923338P-C-923338P-C-921465P-C-919169P-918746P-919169P-C-921465P-C-919594P-C-921892P-924194P-C-923765P-C-923765P-C-922321P-922752P-C-922321P-C-920450P-918581P-919012P-C-920881P-922752P-C-924194P-C-924194P-C-922321P-C-922752P-C-921314P-919445P-921314P-C-921314P-C-921314P-C-921314P-C-919880P-917578P-918013P-C-916585P-917024P-917465P-915161P-916585P-C-914722P-C-914722P-C-916148P-914285P-C-912424P-911002P-910565P"
468,80525.0,0,93,8,103.4680374315354,8626845.0,44,0.0,1.1125595422745742,1590.405221061503,0.9207920792079208,0,42407.0,1.2082635889218494,"80525P-81269P-82017P-C-82769P-C-82546P-82856P-83389P-83924P-C-83705P-84025P-84781P-84025P-C-84025P-C-84564P-84025P-C-83273P-82953P-83488P-83170P-83705P-C-84461P-84145P-84682P-83924P-C-83924P-C-83389P-C-83170P-C-83705P-C-84025P-C-84781P-C-85541P-C-85865P-86629P-C-87176P-87397P-87073P-87845P-87073P-C-87620P-C-87298P-86980P-86210P-C-85985P-86305P-C-86629P-C-87176P-C-86629P-C-86629P-C-85865P-C-85865P-C-86410P-86629P-C-86629P-C-86084P-85762P-86084P-C-85762P-C-85541P-C-85541P-C-85322P-85865P-C-85322P-C-85648P-86410P-C-85648P-C-86193P-86957P-86410P-C-85865P-C-85541P-C-86305P-C-85541P-C-85762P-C-85000P-85322P-C-85865P-C-85648P-C-85105P-85433P-86193P-C-86193P-C-86957P-C-86410P-C-86193P-C-86957P-C-86957P-C-87725P-87397P-C-87725P-C-87946P-87176P-C-86957P-C-86410P-C"
469,78032.0,94,98,3,109.29646455628156,8197289.0,61,15.811388300841896,1.115270046492669,2092.709708283686,0.9702970297029703,14,44326.0,1.149410966283261,"84242P-84761P-84242P-C-85024P-84242P-C-84761P-C-85021P-84500P-83981P-83205P-83981P-C-83464P-83981P-C-83725P-83988P-83725P-C-84242P-C-83464P-C-83464P-C-84242P-C-84761P-C-84505P-84770P-83988P-C-83210P-82949P-82697P-82436P-81666P-82177P-C-81925P-81677P-80909P-80404P-80162P-C-80928P-80665P-80162P-C-79400P-79661P-79400P-C-78901P-79661P-C-80425P-80162P-C-80425P-C-79661P-C-79425P-C-79425P-C-79193P-79957P-C-79193P-C-79460P-79729P-80497P-80000P-80770P-81544P-82322P-83104P-83609P-82825P-82045P-81770P-82045P-C-81821P-C-81322P-80548P-80053P-79778P-79012P-79234P-79729P-C-79957P-C-79460P-C-79690P-79425P-C-79924P-79690P-C-79193P-C-78433P-79193P-C-79193P-C-78698P-78472P-78250P-79012P-C-79012P-C-78794P-78032P-C-78794P-C-78521P-C-78305P-78794P-C"
470,176125.0,80,94,7,91.15432893255064,1.8342697E7,51,19.313207915827967,0.9697269035377728,4687.127408885193,0.9306930693069307,26,48158.0,1.041940609120373,"192452P-C-191701P-C-190952P-191701P-C-191701P-C-190952P-C-189754P-190052P-189605P-188858P-187668P-186482P-C-185741P-186184P-185002P-183824P-185002P-C-185445P-C-185890P-184708P-C-184708P-C-184418P-183973P-183685P-184418P-C-184132P-C-183685P-C-183973P-C-182797P-C-183973P-C-184418P-C-184132P-C-183401P-182225P-C-182509P-183685P-C-182954P-181780P-C-181053P-180610P-180169P-C-179005P-178721P-179885P-179162P-178441P-178000P-177561P-177124P-C-177845P-C-177410P-177700P-C-178858P-178133P-177410P-C-177410P-C-177410P-C-177124P-C-176842P-C-177561P-C-177281P-176564P-176842P-C-176564P-C-176564P-C-176842P-C-176125P-176564P-C-176842P-C-176564P-C-176842P-C-176842P-C-176564P-C-177722P-178000P-C-178000P-C-177722P-C-177722P-C-178441P-C-177722P-C-177722P-C-177722P-C-177005P-178165P-178610P-178884P-C"
471,394857.0,100,94,7,101.15432893255064,4.0672191E7,61,8.602325267042627,1.076109882261177,3805.853573664402,0.9306930693069307,7,82652.0,1.156245724557222,"402665P-C-402848P-402665P-C-401410P-401593P-401410P-C-399976P-C-398725P-397297P-398546P-397476P-396410P-395348P-396593P-395533P-395720P-396965P-398025P-397840P-399089P-C-400157P-401593P-C-400525P-C-400525P-C-400525P-C-401965P-C-403220P-403409P-404477P-C-405736P-404477P-C-405736P-C-407186P-408640P-408449P-408640P-C-407377P-405925P-C-406116P-407377P-C-405925P-C-404666P-403409P-C-403409P-C-403409P-C-404857P-405925P-C-406997P-408073P-409338P-409153P-408970P-407888P-C-409153P-C-410605P-409525P-408073P-C-406810P-405364P-404105P-405549P-404105P-C-404105P-C-404290P-403220P-C-401778P-403033P-404105P-C-403922P-402848P-C-404290P-C-404477P-C-404290P-C-403033P-C-401965P-C-402154P-403600P-402345P-401092P-399841P-399650P-400712P-400525P-C-400712P-C-399274P-C-399089P-C-399274P-C-398212P-397154P-C-395909P-394857P"
472,1131268.0,99,90,11,94.05382386916229,1.15809041E8,56,16.278820596099706,1.0450424874351365,6249.083408542166,0.8910891089108911,18,109539.0,1.1727699025660976,"1157165P-C-1157165P-C-1158868P-1155850P-1154537P-1154149P-1155850P-C-1154537P-C-1152836P-1153226P-C-1152836P-C-1153226P-C-1153226P-C-1153620P-1154018P-1154420P-1153117P-1153525P-1150517P-1152226P-C-1149220P-1146218P-1144513P-1141517P-C-1141109P-1144105P-1142404P-1140705P-1141109P-C-1141517P-C-1139816P-1142810P-1141517P-C-1141517P-C-1142810P-C-1142404P-C-1142810P-C-1143220P-1144925P-C-1146632P-1146218P-C-1146218P-C-1146218P-C-1149220P-C-1148810P-C-1149220P-C-1149634P-1151345P-1154353P-C-1152640P-C-1150929P-1149220P-C-1149634P-C-1149634P-C-1146632P-C-1147925P-C-1147513P-C-1150517P-C-1149220P-C-1149634P-C-1148341P-1147050P-C-1147472P-C-1147472P-C-1147898P-1148328P-1146613P-C-1146185P-1143189P-1144474P-1144052P-1141058P-C-1141480P-1138490P-1136785P-1136365P-1137650P-C-1138937P-C-1135949P-C-1132965P-C-1134250P-1131268P-1134250P-C"
473,565469.0,100,95,6,106.2253967444161,5.7811795E7,40,10.295630140987,1.1181620709938538,3341.6057931972905,0.9405940594059405,11,101088.0,1.188782833372413,"579905P-580864P-580642P-582788P-581825P-582049P-579905P-C-579905P-C-577765P-576584P-575629P-575405P-576584P-C-575405P-C-574450P-574676P-572546P-571369P-570194P-569021P-566901P-569021P-C-569021P-C-569245P-568072P-569245P-C-569021P-C-569245P-C-568298P-567125P-569245P-C-571369P-C-573497P-571369P-C-570194P-C-572320P-C-573273P-C-575405P-C-574450P-C-573273P-C-573053P-572098P-572320P-C-572098P-C-574228P-573053P-C-570925P-572098P-C-570925P-C-569754P-C-569972P-570925P-C-571145P-571369P-C-572546P-C-572320P-C-572098P-C-573053P-C-572837P-571880P-570925P-C-573053P-C-572837P-C-572837P-C-572837P-C-572837P-C-572837P-C-573053P-C-573053P-C-574228P-C-573273P-C-571145P-C-572098P-C-570925P-C-573053P-C-574228P-C-574450P-C-572320P-C-571369P-C-571145P-C-571369P-C-572320P-C-571145P-C-572320P-C-570194P-C-571369P-C-569245P-C-570420P-569473P-570650P-569473P-C-568528P-C-570650P-C-569705P-C-567585P-565469P"
474,972725.0,88,89,12,92.49747468305826,9.9740455E7,61,17.46424919657298,1.039297468348969,10393.218210228011,0.8811881188118812,28,105149.0,1.1794274640814144,"1006402P-C-1004621P-1006402P-C-1006402P-C-1004621P-C-1004621P-C-1005481P-1004562P-1005481P-C-1004621P-C-1002842P-1001988P-C-1002913P-1001138P-1000213P-999290P-C-998440P-995746P-994900P-995825P-994058P-993133P-990445P-988682P-989605P-990445P-C-992210P-991289P-993056P-C-993056P-C-993906P-994760P-995677P-993906P-C-993906P-C-992137P-991289P-C-989524P-987761P-C-988605P-989453P-988538P-989392P-987625P-C-990305P-988538P-C-989392P-C-990305P-C-989453P-C-986773P-985010P-984097P-985860P-983186P-C-980516P-982277P-979609P-980516P-C-980516P-C-981425P-980577P-981490P-979733P-977065P-C-977065P-C-977065P-C-976225P-C-975389P-C-975389P-C-974474P-975312P-973561P-974401P-975312P-C-976225P-C-973561P-C-973561P-C-973561P-C-972725P-973640P-974474P-C-975389P-C-975389P-C-974557P-C-973729P-974557P-C-977225P-978976P-979810P-980729P"
475,259690.0,94,94,7,100.74011537017753,2.6752184E7,47,10.04987562112089,1.0717033550018886,1839.487411925797,0.9306930693069307,8,65027.0,1.1515110516509655,"266929P-266276P-264826P-265477P-266929P-C-266130P-C-265477P-C-264826P-C-264029P-264680P-265333P-263885P-262441P-263234P-263380P-262585P-261792P-262441P-C-262441P-C-263092P-263745P-264400P-263609P-265057P-265193P-265988P-266785P-265333P-C-265333P-C-265477P-C-264826P-C-266276P-C-265477P-C-266130P-C-265988P-C-266785P-C-266785P-C-268241P-268385P-267730P-266929P-C-266785P-C-266785P-C-268241P-C-267442P-266785P-C-266785P-C-266785P-C-267584P-268241P-C-267584P-C-266929P-C-266276P-C-266276P-C-265477P-C-265333P-C-264680P-C-264538P-263885P-C-264538P-C-264538P-C-264680P-C-264826P-C-266276P-C-267730P-C-267077P-265625P-266426P-C-265777P-265130P-264976P-265130P-C-264329P-263684P-262885P-264329P-C-264329P-C-262885P-C-262885P-C-263530P-C-263684P-C-263684P-C-263041P-263201P-264004P-C-263842P-264004P-C-262562P-261925P-261124P-259690P-261124P-C-262562P-C-262728P-262562P-C-261124P-C-262562P-C"
476,863752.0,77,90,11,85.84062043356589,8.8043962E7,52,7.0710678118654755,0.9537846714840654,4380.56168033642,0.8910891089108911,14,92328.0,1.0703583535543402,"876826P-876317P-C-878629P-877337P-C-875025P-874516P-875025P-C-872717P-874516P-C-873226P-875025P-C-875025P-C-875536P-877337P-C-877850P-879140P-877850P-C-878365P-876049P-C-876049P-C-874765P-875282P-874004P-873485P-875282P-C-874765P-C-874765P-C-875282P-C-875801P-C-875801P-C-875801P-C-875282P-C-876564P-C-878882P-876564P-C-876564P-C-876564P-C-874765P-C-872453P-871173P-873485P-C-874004P-C-874004P-C-872209P-C-870937P-C-871460P-870194P-C-869669P-869146P-C-869146P-C-867357P-C-866093P-863785P-865049P-866836P-C-866317P-865800P-865285P-C-867074P-C-864772P-865285P-C-864772P-C-864261P-C-863752P-C-865541P-C-866825P-866320P-868618P-C-870920P-868618P-C-869125P-869634P-870145P-868352P-868865P-870145P-C-868865P-C-867589P-868865P-C-871173P-C-871173P-C-872968P-874765P-C-875282P-C"
477,1746593.0,54,90,11,89.98275605729683,1.77911295E8,51,15.132745950421556,0.9998084006366313,7605.995113881224,0.8910891089108911,20,135378.0,1.1220072051588863,"1778660P-1780565P-1778660P-C-1780529P-1776757P-1774856P-1772989P-1771090P-1767328P-1769225P-1771090P-C-1771060P-C-1771060P-C-1771060P-C-1771060P-C-1774826P-1771060P-C-1771060P-C-1767298P-1769165P-C-1769165P-C-1767298P-C-1767272P-1767250P-1769121P-1765361P-1765345P-C-1763460P-1761577P-C-1761569P-1759690P-1757813L-1759690P-C-1759688P-1761565L-1761569P-1763444P-1763450P-1761569P-C-1759690P-1759688P-C-1759688P-C-1755938P-1755940P-1754065L-C-1754069P-C-1752200P-1748458P-1746593P-1750333P-C-1754077P-C-1754089P-1755970P-C-1752224P-1752210P-C-1752210P-C-1752200P-C-1748458P-C-1752200P-C-1752210P-C-1755956P-1755946P-C-1759696P-C-1759696P-C-1759690P-C-1757813L-C-1757813L-C-1761565L-C-1759688P-C-1759688P-C-1763442P-1763444P-1761569P-C-1763450P-1761577P-C-1761569P-C-1761577P-C-1761577P-C-1761577P-C-1759706P-1755956P-C-1754089P-C-1754077P-C-1754077P-C-1754077P-C-1757825P-1761577P-C-1759696P-C"
478,155545.0,73,93,8,94.32590180780446,1.6027883E7,39,6.082762530298219,1.0142570086860694,1333.5919047059433,0.9207920792079208,9,45196.0,1.1015049234117527,"159080P-C-159314P-158645P-C-159749P-159517P-159956P-159517P-C-159289P-159517P-C-159749P-C-159080P-C-158645P-C-158881P-158212P-157545P-158212P-C-159314P-C-159749P-C-160420P-160857P-160625P-160186P-159517P-C-159749P-C-160186P-C-159749P-C-160857P-C-160420P-C-160186P-C-160625P-C-160857P-C-160420P-C-159314P-C-159552P-159314P-C-158881P-C-158881P-C-157781P-158021P-157352P-C-157114P-156880P-157978P-157313P-158413P-C-159517P-C-159956P-C-159289P-C-158624P-C-158402P-C-157961P-158624P-C-158402P-C-158845P-159508P-158845P-C-159508P-C-159508P-C-159508P-C-158845P-C-158845P-C-157741P-157300P-156641P-155984P-C-156641P-C-155545P-C-155545P-C-156641P-C-155984P-C-155984P-C-155984P-C-156202P-157300P-C-157300P-C-158402P-C-158402P-C-159508P-C-159065P-C-158402P-C-158624P-C-158402P-C-157741P-C-158402P-C-158845P-C-159953P-C-159953P-C-159737P-160186P-160400P-C"
